项目ID,统计行ID,原表名称,产品,省份,月份,期间性质,月产能实物吨,月产能镍吨或纯镍表数值,实物产量吨,镍金属产量或纯镍表产量,品位,原表开工率,原料字段,文件,工作表,行,月份起始列
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2018-03,原表月度记录,,0,10000,1100,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,100
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2018-04,原表月度记录,,0,7800,858,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,105
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2018-05,原表月度记录,,0,,,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,110
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2018-06,原表月度记录,,0,700,77,,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,115
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2018-07,原表月度记录,,0,3000,330,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,120
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2018-08,原表月度记录,,0,7000,770,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,125
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2018-09,原表月度记录,,0,10000,1100,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,130
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2018-10,原表月度记录,,0,10000,1100,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,135
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2018-11,原表月度记录,,0,10000,1100,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,140
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2018-12,原表月度记录,,0,10000,1100,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,145
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2019-01,原表月度记录,,0,10000,1100,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,150
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2019-02,原表月度记录,,0,6066.66666667,485.33333333,0.08,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,155
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2019-03,原表月度记录,,0,10000,1100,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,160
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2019-04,原表月度记录,,0,10000,1100,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,165
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2019-05,原表月度记录,,0,10000,1100,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,170
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2019-06,原表月度记录,,0,10000,1100,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,175
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2019-07,原表月度记录,,0,10000,1100,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,180
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2019-08,原表月度记录,,0,10000,1100,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,185
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2019-09,原表月度记录,,0,10000,1100,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,190
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2019-10,原表月度记录,,0,10000,1100,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,195
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2019-11,原表月度记录,,0,10000,1100,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,200
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2019-12,原表月度记录,,0,10000,1100,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,205
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2020-01,原表月度记录,,0,10000,1100,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,210
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2020-02,原表月度记录,,0,4500,495,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,215
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2020-03,原表月度记录,,0,5500,605,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,220
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2020-04,原表月度记录,,0,8000,880,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,225
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2020-05,原表月度记录,,0,9000,990,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,230
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2020-06,原表月度记录,,0,8500,935,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,235
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2020-07,原表月度记录,,0,8700,957,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,240
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2020-08,原表月度记录,,0,8000,880,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,245
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2020-09,原表月度记录,,0,9000,990,0.11,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,250
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2020-10,原表月度记录,,0,9500,902.5,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,255
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2020-11,原表月度记录,,0,9000,855,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,260
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2020-12,原表月度记录,,0,9000,855,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,265
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2021-01,原表月度记录,,0,8000,760,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,270
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2021-02,原表月度记录,,0,7200,684,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,275
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2021-03,原表月度记录,,0,9000,855,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,280
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2021-04,原表月度记录,,0,9000,810,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,285
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2021-05,原表月度记录,,0,6500,585,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,290
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2021-06,原表月度记录,,0,5000,475,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,295
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2021-07,原表月度记录,,0,8500,807.5,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,300
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2021-08,原表月度记录,,0,8500,807.5,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,305
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2021-09,原表月度记录,,0,7800,741,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,310
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2021-10,原表月度记录,,0,7000,665,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,315
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2021-11,原表月度记录,,0,5000,450,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,320
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2021-12,原表月度记录,,0,6000,567,0.0945,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,325
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2022-01,原表月度记录,,0,5000,472.5,0.0945,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,330
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2022-02,原表月度记录,,0,7000,630,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,335
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2022-03,原表月度记录,,0,2500,225,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,340
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2022-04,原表月度记录,,0,5500,495,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,345
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2022-05,原表月度记录,,0,7000,630,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,350
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2022-06,原表月度记录,,0,8500,722.5,0.085,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,355
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2022-07,原表月度记录,,0,7500,637.5,0.085,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,360
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2022-08,原表月度记录,,0,7500,600,0.08,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,365
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2022-09,原表月度记录,,0,7500,675,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,370
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2022-10,原表月度记录,,0,8000,760,0.095,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,375
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2022-11,原表月度记录,,0,7500,675,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,380
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2022-12,原表月度记录,,0,8700,783,0.09,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,385
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2023-01,原表月度记录,,800,8000,720,0.09,0.9,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,390
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2023-02,原表月度记录,,800,7500,675,0.09,0.84375,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,395
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2023-03,原表月度记录,,800,7800,702,0.09,0.8775,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,400
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2023-04,原表月度记录,,800,7800,702,0.09,0.8775,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,405
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2023-05,原表月度记录,,800,7000,630,0.09,0.7875,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,410
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2023-06,原表月度记录,,800,7500,675,0.09,0.84375,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,415
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2023-07,原表月度记录,,800,7500,675,0.09,0.84375,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,420
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2023-08,原表月度记录,,800,7500,675,0.09,0.84375,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,425
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2023-09,原表月度记录,,800,7000,630,0.09,0.7875,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,430
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2023-10,原表月度记录,,800,7500,675,0.09,0.84375,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,435
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2023-11,原表月度记录,,800,5500,495,0.09,0.61875,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,440
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2023-12,原表月度记录,,800,5500,495,0.09,0.61875,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,445
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2024-01,原表月度记录,,800,5500,522.5,0.095,0.653125,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,450
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2024-02,原表月度记录,,800,0,0,0.095,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,455
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2024-03,原表月度记录,,800,0,0,0.095,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,460
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2024-04,原表月度记录,,800,0,0,0.095,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,465
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2024-05,原表月度记录,,800,0,0,0.095,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,470
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2024-06,原表月度记录,,800,0,0,0.095,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,475
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2024-07,原表月度记录,,800,0,0,0.095,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,480
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2024-08,原表月度记录,,800,0,0,0.095,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,485
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2024-09,原表月度记录,,800,0,0,0.095,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,490
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2024-10,原表月度记录,,800,0,0,0.095,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,495
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2024-11,原表月度记录,,800,0,0,0.095,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,500
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2024-12,原表月度记录,,800,0,0,0.095,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,505
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2025-01,原表月度记录,,800,0,0,0.095,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,510
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2025-02,原表月度记录,,800,0,0,0.095,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,515
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2025-03,原表月度记录,,800,0,0,0.095,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,520
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2025-04,原表月度记录,,800,0,0,0.095,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,525
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2025-05,原表月度记录,,800,0,0,0.095,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,530
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2025-06,原表月度记录,,800,0,0,0.095,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,535
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2025-07,原表月度记录,,800,0,0,0.095,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,540
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2025-08,原表月度记录,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,545
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2025-09,原表月度记录,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,550
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2025-10,原表月度记录,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,555
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2025-11,原表月度记录,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,560
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2025-12,原表月度记录,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,565
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2026-01,原表月度记录,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,570
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2026-02,原表月度记录,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,575
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2026-03,原表月度记录,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,580
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2026-04,原表月度记录,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,585
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2026-05,原表月度记录,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,590
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2026-06,原表月度记录,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,595
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2026-07,原表月度记录,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,600
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2026-08,原表月度记录,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,605
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2026-09,未完结月份／未来列,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,610
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2026-10,未完结月份／未来列,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,615
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2026-11,未完结月份／未来列,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,620
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2026-12,未完结月份／未来列,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,625
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2027-01,未完结月份／未来列,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,630
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2027-02,未完结月份／未来列,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,635
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2027-03,未完结月份／未来列,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,640
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2027-04,未完结月份／未来列,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,645
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2027-05,未完结月份／未来列,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,650
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2027-06,未完结月份／未来列,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,655
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2027-07,未完结月份／未来列,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,660
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2027-08,未完结月份／未来列,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,665
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2027-09,未完结月份／未来列,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,670
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2027-10,未完结月份／未来列,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,675
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2027-11,未完结月份／未来列,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,680
CN011,N038,辽宁晟运实业有限公司,镍生铁／镍铁,辽宁,2027-12,未完结月份／未来列,,800,,,,0,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,38,685
CN012,N039,营口广大实业有限公司,镍生铁／镍铁,辽宁,2017-01,原表月度记录,,0,8000,128,0.016,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,39,30
CN012,N039,营口广大实业有限公司,镍生铁／镍铁,辽宁,2017-02,原表月度记录,,0,3000,48,0.016,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,39,35
CN012,N039,营口广大实业有限公司,镍生铁／镍铁,辽宁,2017-03,原表月度记录,,0,5000,80,0.016,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,39,40
CN012,N039,营口广大实业有限公司,镍生铁／镍铁,辽宁,2017-04,原表月度记录,,0,1000,16,0.016,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,39,45
CN012,N039,营口广大实业有限公司,镍生铁／镍铁,辽宁,2017-05,原表月度记录,,0,,,,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,39,50
CN012,N039,营口广大实业有限公司,镍生铁／镍铁,辽宁,2017-06,原表月度记录,,0,,,,,{},明细&汇总-全球镍生铁-月度产量 060426.xlsx,明细-全球镍生铁-月度产量,39,55
