序号,产品,日期,月份,出口商(标准化),出口商(原始),园区,出发港,买家,目的国,到货港,HS,重量(吨),Ni%原文,Ni%(修正),品位来源,Ni金属量(吨),金额USD,USD每实物吨,USD每镍吨,品名,质量标记,数据源,source_row,参考计入重量吨,复核标记,关联客户ID
3478,精炼镍,2024-04-27,2024-04,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,SUZUKI SANGYO KABUSHIKI GAISHA,Japan,Yokohama,75021000,25.935,,99,HS750210 Ni≥99% 产品标准(口径#44),25.68,404832.38,15609,15767,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3479,25.935,,RC016
3487,精炼镍,2024-04-28,2024-04,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,TAE EU WAREHOUSING KOREA CO LTD,South Korea,Busan (ex Pusan),75021000,500.0798,,99,HS750210 Ni≥99% 产品标准(口径#44),495.08,7955079.43,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3488,500.0798,,RC004
3488,精炼镍,2024-04-28,2024-04,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,C STEINWEG BRASIL LTDA,Brazil,Navegantes,75021000,25.8752,,99,HS750210 Ni≥99% 产品标准(口径#44),25.62,403898.93,15609,15767,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3489,25.8752,,RC006
3489,精炼镍,2024-04-28,2024-04,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,C STEINWEG BRASIL LTDA,Brazil,Navegantes,75021000,25.8743,,99,HS750210 Ni≥99% 产品标准(口径#44),25.62,403884.89,15610,15767,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3490,25.8743,,RC006
3519,硫酸镍,2024-05-02,2024-05,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,6000,,22.2,化学计量(NiSO4·6H2O 22.2%),1332,19373400,3229,14545,NICKEL SULFATE,,中间品矩阵(75章+720150等),3520,6000,,NC162
3580,精炼镍,2024-05-09,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ACCESS WORLD KAOHSIUNG LTD,"Taiwan, China",Kaohsiung,75021000,49.9839,,99,HS750210 Ni≥99% 产品标准(口径#44),49.48,795124.89,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3581,49.9839,,RC017
3581,精炼镍,2024-05-09,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ACCESS WORLD KAOHSIUNG LTD,"Taiwan, China",Kaohsiung,75021000,174.6869,,99,HS750210 Ni≥99% 产品标准(口径#44),172.94,2778852.82,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3582,174.6869,,RC017
3582,精炼镍,2024-05-09,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HANSMET CO,South Korea,Incheon,75021000,20.9434,,99,HS750210 Ni≥99% 产品标准(口径#44),20.73,323565.06,15450,15606,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3583,20.9434,,RC007
3583,精炼镍,2024-05-09,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,KOREA NON FERROUS METALS CO,South Korea,Incheon,75021000,60.9197,,99,HS750210 Ni≥99% 产品标准(口径#44),60.31,969087.44,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3584,60.9197,,RC009
3590,精炼镍,2024-05-10,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ACCESS WORLD LOGISTICS SINGAPORE PTE LTD,Singapore,Singapore,75021000,501.5075,,99,HS750210 Ni≥99% 产品标准(口径#44),496.49,7977790.74,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3591,501.5075,,RC018
3591,精炼镍,2024-05-10,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ACCESS WORLD BUSAN LIMITED,South Korea,Busan (ex Pusan),75021000,149.6743,,99,HS750210 Ni≥99% 产品标准(口径#44),148.18,2380961.89,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3592,149.6743,,RC005
3624,精炼镍,2024-05-16,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Yantai Pt,75021000,3.005,,99,HS750210 Ni≥99% 产品标准(口径#44),2.97,58231.22,19378,19574,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3625,3.005,,NC019
3625,精炼镍,2024-05-16,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Yantai Pt,75021000,97.1457,,99,HS750210 Ni≥99% 产品标准(口径#44),96.17,1646886.77,16953,17124,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3626,97.1457,,NC019
3626,精炼镍,2024-05-16,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Yantai Pt,75021000,432.0646,,99,HS750210 Ni≥99% 产品标准(口径#44),427.74,6873199.47,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3627,432.0646,,NC019
3627,精炼镍,2024-05-16,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Yantai Pt,75021000,68.7361,,99,HS750210 Ni≥99% 产品标准(口径#44),68.05,1081999.7,15741,15900,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3628,68.7361,,NC019
3645,硫酸镍,2024-05-18,2024-05,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,4360,,22.2,化学计量(NiSO4·6H2O 22.2%),967.92,14090212,3232,14557,NICKEL SULFATE,,中间品矩阵(75章+720150等),3646,4360,,NC162
3646,硫酸镍,2024-05-18,2024-05,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,3640,,22.2,化学计量(NiSO4·6H2O 22.2%),808.08,11763388,3232,14557,NICKEL SULFATE,,中间品矩阵(75章+720150等),3647,3640,,NC162
3705,精炼镍,2024-05-24,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,Jiangyin,75021000,40,,99,HS750210 Ni≥99% 产品标准(口径#44),39.6,624380,15610,15767,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3706,40,,RC002
3706,精炼镍,2024-05-24,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,Jiangyin,75021000,50.219,,99,HS750210 Ni≥99% 产品标准(口径#44),49.72,798864.77,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3707,50.219,,RC002
3707,精炼镍,2024-05-24,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,Jiangyin,75021000,50.2644,,99,HS750210 Ni≥99% 产品标准(口径#44),49.76,799586.97,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3708,50.2644,,RC002
3708,精炼镍,2024-05-24,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,Jiangyin,75021000,20,,99,HS750210 Ni≥99% 产品标准(口径#44),19.8,318152.4,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3709,20,,RC002
3721,精炼镍,2024-05-25,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,UNI METAL CO LTD,South Korea,Busan (ex Pusan),75021000,40,,99,HS750210 Ni≥99% 产品标准(口径#44),39.6,636304.8,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3722,40,,RC014
3733,精炼镍,2024-05-27,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Zhangjiagang,75021000,100,,99,HS750210 Ni≥99% 产品标准(口径#44),99,31815240,318152,321366,ELECTROLYTIC NICKEL,"单价出界 318,152 USD/t；重量口径：采用weight/1000(默认)（weight列单位异常）；新品目通道历史回补【#45】；带外异常待核【#62】",新品目通道历史回补【#45】,3734,100,,NC019
3734,精炼镍,2024-05-27,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Zhangjiagang,75021000,100,,99,HS750210 Ni≥99% 产品标准(口径#44),99,31815240,318152,321366,ELECTROLYTIC NICKEL,"单价出界 318,152 USD/t；重量口径：采用weight/1000(默认)（weight列单位异常）；新品目通道历史回补【#45】；带外异常待核【#62】",新品目通道历史回补【#45】,3735,100,,NC019
3735,精炼镍,2024-05-27,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Zhangjiagang,75021000,274.5806,,99,HS750210 Ni≥99% 产品标准(口径#44),271.83,35901850,130752,132072,ELECTROLYTIC NICKEL,"单价出界 130,752 USD/t；重量口径：采用weight/1000(默认)（weight列单位异常）；新品目通道历史回补【#45】；带外异常待核【#62】",新品目通道历史回补【#45】,3736,274.5806,,NC019
3736,精炼镍,2024-05-27,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Shanghai,75021000,3.9982,,99,HS750210 Ni≥99% 产品标准(口径#44),3.96,31815240,7957391,8037769,ELECTROLYTIC NICKEL,"单价出界 7,957,391 USD/t；重量口径：采用weight/1000(默认)（weight列单位异常）；新品目通道历史回补【#45】；带外异常待核【#62】",新品目通道历史回补【#45】,3737,3.9982,,NC019
3751,硫酸镍,2024-05-29,2024-05,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,1960,,22.2,化学计量(NiSO4·6H2O 22.2%),435.12,6359396,3245,14615,NICKEL SULFATE,,中间品矩阵(75章+720150等),3752,1960,,NC162
3752,硫酸镍,2024-05-29,2024-05,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,2040,,22.2,化学计量(NiSO4·6H2O 22.2%),452.88,6618964,3245,14615,NICKEL SULFATE,,中间品矩阵(75章+720150等),3753,2040,,NC162
3753,精炼镍,2024-05-29,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,C STCINWEG ASIA PTE LTD,Singapore,SINGAPORE,75021000,399.6332,,99,HS750210 Ni≥99% 产品标准(口径#44),395.64,6357213.08,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3754,399.6332,,RC019
3754,精炼镍,2024-05-29,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HANWA CO LTD,Japan,Yokohama,75021000,40,,99,HS750210 Ni≥99% 产品标准(口径#44),39.6,636304.8,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3755,40,,MC045
3782,精炼镍,2024-05-30,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,SAINTSTEEL COMERCIO INTERNACIONAL DE METAIS LTDA,Brazil,Navegantes,75021000,24.9685,,99,HS750210 Ni≥99% 产品标准(口径#44),24.72,397189.41,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3783,24.9685,,RC003
3783,精炼镍,2024-05-30,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,SAINTSTEEL COMERCIO INTERNACIONAL DE METAIS LTDA,Brazil,Navegantes,75021000,24.3839,,99,HS750210 Ni≥99% 产品标准(口径#44),24.14,387889.82,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3784,24.3839,,RC003
3784,精炼镍,2024-05-30,2024-05,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ACCESS WORLD KAOHS1UNG LTD,"Taiwan, China",Kaohsiung,75021000,452.4604,,99,HS750210 Ni≥99% 产品标准(口径#44),447.94,7197568.11,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3785,452.4604,,RC020
3816,精炼镍,2024-06-01,2024-06,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,10.8803,,99,HS750210 Ni≥99% 产品标准(口径#44),10.77,173079.68,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3817,10.8803,,RC002
3817,精炼镍,2024-06-01,2024-06,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,35.133,,99,HS750210 Ni≥99% 产品标准(口径#44),34.78,558882.41,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3818,35.133,,RC002
3818,精炼镍,2024-06-01,2024-06,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,109.3088,,99,HS750210 Ni≥99% 产品标准(口径#44),108.22,1738842.85,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3819,109.3088,,RC002
3819,精炼镍,2024-06-01,2024-06,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,49.4601,,99,HS750210 Ni≥99% 产品标准(口径#44),48.97,823180.77,16643,16811,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3820,49.4601,,RC002
3820,精炼镍,2024-06-01,2024-06,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,26.1388,,99,HS750210 Ni≥99% 产品标准(口径#44),25.88,408013.6,15610,15767,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3821,26.1388,,RC002
3886,硫酸镍,2024-06-11,2024-06,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,2480,,22.2,化学计量(NiSO4·6H2O 22.2%),550.56,8301502,3347,15078,NICKEL SULFATE,,中间品矩阵(75章+720150等),3887,2480,,NC162
3887,硫酸镍,2024-06-11,2024-06,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,5520,,22.2,化学计量(NiSO4·6H2O 22.2%),1225.44,18477538,3347,15078,NICKEL SULFATE,,中间品矩阵(75章+720150等),3888,5520,,NC162
3911,精炼镍,2024-06-14,2024-06,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Makassar,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Shanghai,75021000,105.2057,,99,HS750210 Ni≥99% 产品标准(口径#44),104.15,1673572.3,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3912,105.2057,,NC019
3934,精炼镍,2024-06-19,2024-06,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Yantai Pt,75021000,400.722,,99,HS750210 Ni≥99% 产品标准(口径#44),396.71,6893123.67,17202,17376,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3935,400.722,,NC019
3935,精炼镍,2024-06-19,2024-06,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,181.9438,,99,HS750210 Ni≥99% 产品标准(口径#44),180.12,3153406.28,17332,17507,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3936,181.9438,,RC002
3936,精炼镍,2024-06-19,2024-06,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,40,,99,HS750210 Ni≥99% 产品标准(口径#44),39.6,636304.8,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3937,40,,RC002
3937,精炼镍,2024-06-19,2024-06,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,124.9176,,99,HS750210 Ni≥99% 产品标准(口径#44),123.67,1987141.71,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3938,124.9176,,RC002
3948,精炼镍,2024-06-20,2024-06,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ACCESS WORLD LOGISTICS SINGAPORE PTE LTD,Singapore,SINGAPORE,75021000,499.7096,,99,HS750210 Ni≥99% 产品标准(口径#44),494.71,8660846.86,17332,17507,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3949,499.7096,,RC018
3949,精炼镍,2024-06-20,2024-06,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HANWA CO LTD,Japan,Kobe,75021000,20.099,,99,HS750210 Ni≥99% 产品标准(口径#44),19.9,311306.98,15489,15645,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3950,20.099,,MC045
3950,精炼镍,2024-06-20,2024-06,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HANSMET CO,South Korea,Incheon,75021000,59.6695,,99,HS750210 Ni≥99% 产品标准(口径#44),59.07,1016873.3,17042,17214,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3951,59.6695,,RC007
3951,精炼镍,2024-06-20,2024-06,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,HANWA CO LTD,Japan,Yokohama,75021000,100,,99,HS750210 Ni≥99% 产品标准(口径#44),99,1733176,17332,17507,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3952,100,,MC045
3952,精炼镍,2024-06-20,2024-06,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,TCC TRADING CORP,South Korea,Busan (ex Pusan),75021000,19.7193,,99,HS750210 Ni≥99% 产品标准(口径#44),19.52,313687.13,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3953,19.7193,,RC021
3953,精炼镍,2024-06-20,2024-06,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ACCESS WORLD BUSAN LIMITED,South Korea,Busan (ex Pusan),75021000,19.6963,,99,HS750210 Ni≥99% 产品标准(口径#44),19.5,313321.26,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3954,19.6963,,RC005
3954,精炼镍,2024-06-20,2024-06,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,KOREA NON FERROUS METALS CO,South Korea,Incheon,75021000,60.5868,,99,HS750210 Ni≥99% 产品标准(口径#44),59.98,1050075.88,17332,17507,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3955,60.5868,,RC009
3955,精炼镍,2024-06-20,2024-06,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ADVANCED MATERIAL JAPAN CORPORATION,Japan,Yokohama,75021000,23.9779,,99,HS750210 Ni≥99% 产品标准(口径#44),23.74,381431.32,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3956,23.9779,,RC022
3962,精炼镍,2024-06-21,2024-06,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ACCESS WORLD KAOHSIUNG LTD C O FORMOSA LOGISTICS CORP,"Taiwan, China",Kaohsiung,75021000,500.0416,,99,HS750210 Ni≥99% 产品标准(口径#44),495.04,8666601,17332,17507,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3963,500.0416,,RC023
3963,精炼镍,2024-06-21,2024-06,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ACCESS WORLD KAOHSIUNG LTD C O FORMOSA LOGISTICS CORP,"Taiwan, China",Kaohsiung,75021000,600.2426,,99,HS750210 Ni≥99% 产品标准(口径#44),594.24,10325229.15,17202,17376,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3964,600.2426,,RC023
3977,硫酸镍,2024-06-24,2024-06,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,4000,,22.2,化学计量(NiSO4·6H2O 22.2%),888,13820680,3455,15564,NICKEL SULFATE,,中间品矩阵(75章+720150等),3978,4000,,NC162
3978,精炼镍,2024-06-24,2024-06,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,C STEINWEG ASIA PTE LTD,Singapore,SINGAPORE,75021000,599.012,,99,HS750210 Ni≥99% 产品标准(口径#44),593.02,10304060.66,17202,17376,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,3979,599.012,,RC024
4075,硫酸镍,2024-07-03,2024-07,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,460,,22.2,化学计量(NiSO4·6H2O 22.2%),102.12,1567404,3407,15349,NICKEL SULFATE,,中间品矩阵(75章+720150等),4076,460,,NC162
4076,硫酸镍,2024-07-03,2024-07,PT HALMAHERA PERSADA LYGEND,PT HALMAHERA PERSADA LYGEND,Obi(Harita),Obi Island,"Ningbo Lygend Wisdom Co., Ltd.",China,Zhapu,28332400,5140,,22.2,化学计量(NiSO4·6H2O 22.2%),1141.08,17514036,3407,15349,NICKEL SULFATE,,中间品矩阵(75章+720150等),4077,5140,,NC162
4112,精炼镍,2024-07-07,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,"C. Steinweg Logistics (Shanghai Waigaoqiao Bonded Logistics Zone) Co., Ltd.",China,Zhangjiagang,75021000,300.3851,,99,HS750210 Ni≥99% 产品标准(口径#44),297.38,4778412.02,15908,16068,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4113,300.3851,,NC019
4134,精炼镍,2024-07-10,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,24.5881,,99,HS750210 Ni≥99% 产品标准(口径#44),24.34,412901.82,16793,16962,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4135,24.5881,,RC002
4135,精炼镍,2024-07-10,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,91.8466,,99,HS750210 Ni≥99% 产品标准(口径#44),90.93,1591863.23,17332,17507,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4136,91.8466,,RC002
4136,精炼镍,2024-07-10,2024-07,PT CNGR DING XING NEW ENERGY,PT CNGR DING XING NEW ENERGY,IMIP(Morowali),Bahudopi,ETERNAL TSINGSHAN GROUP LIMITED,China,NINGBO,75021000,7.6491,,99,HS750210 Ni≥99% 产品标准(口径#44),7.57,129673.28,16953,17124,ELECTROLYTIC NICKEL,新品目通道历史回补【#45】,新品目通道历史回补【#45】,4137,7.6491,,RC002
